30001,COVERATRIX 10 MG / 2.5 MG / 5 MG COMPRIMIDOS RECUBIERTOS CON PELÍCULA,LES LABORATORIES SERVIER,INVIMA 2015M-0016191,08/31/2015,09/22/2020,Vigente,20082413,3,30,CAJA CON FRASCO DE POLIPROPILENO POR 30 COMPRIMIDOS RECUBIERTOS CON PELÍCULA,Activo,04/30/2015,N/A,No,U,C09BX01,PERINDOPRILO. AMLODIPINO E INDAPAMIDA,ORAL,A,AMLODIPINO BESILATO 6.935 CORRESPONDE AMLODIPINO BASE,mg,5,COMPRIMIDOS RECUBIERTOS CON PELICULA,TABLETA CUBIERTA CON PELICULA,SERVIER (IRELAND) INDUSTRIES LTD.,FABRICANTE,IMPORTAR Y VENDER
30002,CALCIO 600 + D,TECNOQUIMICAS S.A.,INVIMA 2010 M-14366 R1,05/05/2000,05/18/2020,Vigente,19906338,1,5,CAJA CON FRASCO PLASTICO BLANCO DE POLIETILENO DE ALTA DENSIDAD POR 5 TABLETAS.,Activo,11/10/2006,N/A,No,U,A11AA02,MULTIVITAMINAS Y CALCIO,ORAL,A,CARBONATO DE CALCIO EQUIVALENTE A CALCIO,mg,600,TABLETA RECUBIERTA,TABLETA RECUBIERTA,TECNOQUIMICAS S.A. PLANTA JAMUNDI,FABRICANTE,FABRICAR Y VENDER
30003,IRBIGEN® 300 MG TABLETAS RECUBIERTAS,HETERO LABS LIMITED,INVIMA 2019M-0019245,08/26/2019,09/13/2024,Vigente,20142726,2,10,1I1030211001101 CAJA PLEGADIZA POR 1 BLISTER EN ALUMINIO - PVC-PVDC BLANCO OPACO POR 10 TABLETAS.,Activo,08/05/2019,N/A,No,U,C09CA04,IRBESARTAN,ORAL,A,IRBESARTAN (FORMA - A),mg,150,TABLETA RECUBIERTA,TABLETA RECUBIERTA,HETERO LABS LIMITED UNIT V,FABRICANTE,IMPORTAR Y VENDER
30004,UNGÜENTO TIBET ®,LABQUIFAR LTDA.,INVIMA 2015M-0011051-R1,07/08/2010,02/10/2021,Vigente,20014789,5,5,CAJA POR 5 POTES X 50 G,Inactivo,11/03/2011,12/10/2015,No,U,D11AX97,MENTOL. ALCANFOR. SALICILATO DE METILO,TOPICA (EXTERNA),D,EUCALIPTOL,g,6,100G DE UNGUENTO,UNGUENTO TOPICO,GONHER FARMACEUTICA LTDA PLANTA DE PRODUCCIÓN II,FABRICANTE,FABRICAR Y VENDER
30005,OLIMEL N9 E,LABORATORIOS BAXTER S.A.,INVIMA 2018M-0012867-R1,02/09/2012,01/04/2024,Vigente,20033258,2,1,BOLSA DE PLÁSTICO MULTIESTRATIFICADA DE COPOLIMERO POLI-EP / EVA / PCCE CON TRES COMPARTIMENTOS POR 1500 ML,Activo,02/07/2012,N/A,No,U,B05BA10,COMBINACIONES,INTRAVENOSA,C,TIROSINA,g,0.015,CADA 100 ML,EMULSION INYECTABLE,LABORATORIOS BAXTER S.A.,IMPORTADOR,IMPORTAR Y VENDER
30006,VICAL® TABLETAS MASTICABLES,LABORATORIOS ECAR S.A,INVIMA 2016M-0004550-R1,06/30/2005,09/01/2021,Vigente,19950727,67,8640,CAJA POR 720 SOBRES POR 12 TABLETAS CADA UNO,Inactivo,12/16/2014,03/10/2016,No,U,A11GA01,ACIDO ASCORBICO (VIT C),BUCAL,A,ACIDO ASCORBICO RECUBIERTO,mg,230,TABLETA MASTICABLE,TABLETA MASTICABLE,LABORATORIOS ECAR S.A,FABRICANTE,FABRICAR Y VENDER
30007,CEFADROXILO 500 MG,LABORATORIOS MK S.A.S.,INVIMA 2017M-0017581,02/09/2017,03/10/2022,Vigente,20104158,38,1,PRESENTACIÓN INSTITUCIONAL: CAJA 60 CÁPSULAS DURAS EN BLISTER PVC/PE/PVDC-ALU POR 10 CÁPSULAS CADA,Activo,08/16/2016,N/A,No,U,J01DA09,CEFADROXILO MONOHIDRATO,ORAL,A,CEFADROXILO MONOHIDRATO EQUIVALENTE A CEFADROXILO,mg,500,CAPSULAS,CAPSULA DURA,SYNTOFARMA S.A.,FABRICANTE,FABRICAR Y VENDER
30008,B-CORT® 200 AEROSOL,GRÜNENTHAL COLOMBIANA S.A.,INVIMA 2016 M14251-R2,03/17/2000,04/22/2021,Vigente,19906224,1,1,CAJA POR FRASCO DE ALUMINIO POR 5 ML DE AEROSOL QUE EQUIVALEN A 100 DOSIS CON VÁLVULA DOSIFICADORA Y ADAPTADOR BUCAL.,Inactivo,11/10/2006,03/31/2016,No,U,R01AD05,BUDESONIDA,INHALACION,F,BUDESONIDA MICRONIZADA EQUIVALENTE A 120 DOSIS DE 200 MCG,%,0.3256,CADA 100 ML,AEROSOLES,GRUNENTHAL COLOMBIANA S.A.,IMPORTADOR,IMPORTAR Y VENDER
30009,ASTIGMIN 4.6 MG/24H,HUMAX PHARMACEUTICAL S.A.,INVIMA 2015M-0016462,10/23/2015,11/10/2020,Vigente,20089836,5,60,CAJA CON 60 SACHETS TERMOSELLADOS DE PAPEL / POLIETILENTEREFTALATO (PET) / ALUMINIO / POLIACRILONITRILO (PAN) CONTENIENDO 60 PARCHES TRANSDERMICOS.,Activo,07/02/2015,N/A,No,U,N06DA03,RIVASTIGMINA,TRANSDERMAL,A,RIVASTIGMINA CON UNA LIBERACION NOMINAL DE 4.6MG/24 HORAS,mg,9,PARCHE TRANSDERMICO,TRANSDERMICOS,HUMAX PHARMACEUTICAL S.A.,IMPORTADOR,IMPORTAR Y VENDER
30010,CANDAM® 5/32 MG TABLETAS,LABORATORIO FRANCO COLOMBIANO LAFRANCOL S.A.S.,INVIMA 2017M-0013418-R1,07/24/2012,10/31/2022,Vigente,20037986,6,28,CAJA DE CARTULINA POR 28 TABLETAS EN BLISTER ALUMINIO / ALUMINIO MÁS PAPEL ALUMINIO.,Activo,10/28/2011,08/15/2017,No,U,C09CA06,CANDESARTAN,ORAL,A,BESILATO DE AMLODIPINO EQUIVALENTE A AMLODIPINO.,mg,5,TABLETA RECUBIERTA,TABLETA RECUBIERTA,LABORATORIO FRANCO COLOMBIANO LAFRANCOL S.A.S.,FABRICANTE,FABRICAR Y VENDER
