25001,FELDENE INTRAMUSCULAR 40 MG,PFIZER S.A.S.,INVIMA 2019M-010790-R2,05/26/1998,04/10/2024,Vigente,224257,6,2,ESTUCHE DE CARTÓN POR 1 JERINGA PRELLENADA (HYPACK) DE VIDRIO TIPO I COLOR AMBAR CON TAPÓN DE GOMA GRIS POR 2ML,Activo,05/19/2008,N/A,No,ml,M01AC01,PIROXICAM,INTRAMUSCULAR,A,PIROXICAM,mg,40,2 ML,SOLUCION INYECTABLE,PFIZER S.A.S.,IMPORTADOR,IMPORTAR Y VENDER
25002,BELLAFACE®,LABORATORIO FRANCO COLOMBIANO LAFRANCOL S.A.S.,INVIMA 2018M-0009470-R1,04/03/2009,12/20/2023,Vigente,20001058,12,56,MUESTRA MEDICA: CAJA POR 2 BLÍSTER PVC INCOLORO/ ALUMINIO POR 28 TABLETAS RECUBIERTAS (21 CON PRINCIPIO ACTIVO Y 7 PLACEBO) CADA BLÍSTER.,Activo,10/29/2018,N/A,Si,U,G03AA16,DIENOGEST Y ETINILESTRADIOL,ORAL,A,DIENOGEST,mg,2,TABLETA RECUBIERTA,TABLETA CUBIERTA CON PELICULA,LABORATORIO FRANCO COLOMBIANO LAFRANCOL S.A.S.,FABRICANTE,FABRICAR Y VENDER
25003,ONCOEMET®,CIPLA LIMITED,INVIMA 2018M-0007985-R1,04/21/2008,03/20/2023,Vigente,19984840,5,50,CAJA X 5 BLISTER PVC/PVDC/ALU X 10 TABLETAS,Activo,12/03/2007,N/A,No,U,A04AA01,ONDANSETRON,ORAL,A,ONDANSETRON HIDROCLORURO DIHYDRATO 10MG EQUIVALENTE A ONDANSETRON,mg,8,TABLETA,TABLETA,AVALON PHARMACEUTICAL S.A,IMPORTADOR,IMPORTAR Y VENDER
25004,BERODUAL SOLUCION PARA INHALAR.,BOEHRINGER INGELHEIM INTERNATIONAL GMBH.,INVIMA 2015M-003240-R2,10/26/1995,11/17/2020,Vigente,54889,3,1,MUESTRA MÉDICA: CAJA CON FRASCO DE VIDRIO ÁMBAR TIPO III. TAPÓN DE POLIETILENO Y TAPA EN POLIPROPILENO POR 20ML + INSERTO,Activo,10/17/2015,N/A,Si,U,R03AL01,FENOTEROL + BROMURO DE IPRATROPIO,INHALACION,C,BROMURO DE IPRATROPIO ANHIDRO,mg,0.25,CADA ML,SOLUCION PARA INHALACION,PHARMETIQUE S.A,FABRICANTE,FABRICAR Y VENDER
25005,PIRIDOXINA TABLETAS 50 MG,LABORATORIO PROFESIONAL FARMACEUTICO LAPROFF S.A.,INVIMA 2019M-0008878-R1,12/03/2008,03/26/2024,Vigente,19996984,1,10,CAJA POR 10 TABLETAS EN BLISTER PVC/ALUMINIO POR 10 TABLETAS EN CADA BLISTER.,Activo,10/18/2008,N/A,No,U,A11HA02,PIRIDOXINA (VIT B6),ORAL,A,PIRIDOXINA CLORHIDRATO,mg,50,1 TABLETA,TABLETA,LABORATORIO PROFESIONAL FARMACEUTICO LAPROFF S.A.,FABRICANTE,FABRICAR Y VENDER
25006,VALACICLOVIR TABLETAS RECUBIERTAS X 1G,GENFAR S.A.,INVIMA 2016M-0012060-R1,04/12/2011,10/04/2021,Vigente,20022993,2,10,CAJA POR 10 TABLETAS RECUBIERTAS EN BLISTER PVC/PVDC TRANSPARENTE Y ALUMINIO. EN BLISTER POR 10 TABLETAS.,Activo,10/08/2010,N/A,No,U,J05AB11,VALACICLOVIR,ORAL,A,VALACICLOVIR CLORHIDRATO 1112.348 MG EQUIVALENTE A VALACICLOVIR BASE,mg,1000,TABLETA RECUBIERTA,TABLETA RECUBIERTA,FAREVA VILLA RICA S.A.S.,FABRICANTE,FABRICAR Y VENDER
25007,MUCOSOLVAN COMPOSITUM JARABE ADULTOS,SANOFI-AVENTIS DE COLOMBIA S.A.,INVIMA 2015M-009014-R3,07/12/1995,11/06/2020,Vigente,1980176,2,50,FRASCO DE VIDRIO TIPO III AMBAR POR 50 ML,Inactivo,05/17/2007,10/09/2015,No,ml,R05CB10,COMBINACIONES,ORAL,B,CLENBUTEROL CLORHIDRATO,mg,0.2,100 ML DE JARABE,JARABE,PHARMETIQUE S.A,FABRICANTE,FABRICAR Y VENDER
25008,FLUMIXOL 100MG/5 ML JARABE,NOVAMED S.A.,INVIMA 2010M-0010792,05/13/2010,05/25/2020,Vigente,20014891,3,150,CAJA CON UN FRASCO DE VIDRIO AMBAR TIPO III POR 150 ML,Activo,03/04/2010,N/A,No,ml,R05CB01,ACETILCISTEINA,ORAL,B,N-ACETILCISTEINA,g,2,100 ML DE JARABE,JARABE,C.I. FARMACAPSULAS S.A.,FABRICANTE,FABRICAR Y VENDER
25009,APROVASC®150MG/10MG,SANOFI-AVENTIS DE COLOMBIA S.A.,INVIMA 2019M-0013007-R1,03/21/2012,11/28/2024,Vigente,20043400,3,2,MUESTRA MÉDICA: ESTUCHE X 2 TABLETAS RECUBIERTAS (COMPRIMIDOS RECUBIERTOS) EN BLISTER PVC-PE-PVDC/AL.,Activo,03/16/2012,N/A,Si,U,C09DB05,IRBESARTAN Y AMLODIPINO,ORAL,A,Y AMLODIPINO BESILATO EQUIVALENTE A DE AMLODIPINO.,mg,10,COMPRIMIDO RECUBIERTO,COMPRIMIDO,SANOFI-AVENTIS DE COLOMBIA S.A.,IMPORTADOR,IMPORTAR Y VENDER
25010,GAVISCON ® LIQUIDO SUSPESION ORAL,RB (HEALTH) COLOMBIA S.A.S.,INVIMA 2010M-0010777,05/03/2010,05/13/2020,Vigente,20010354,2,150,FRASCO DE VIDRIO AMBAR CON TAPA EN PP POR 150,Activo,11/04/2009,N/A,No,ml,A02AH99,ANTIACIDOS CON BICARBONATO DE SODIO,ORAL,B,CARBONATO DE CALCIO,% (W/V),1.6,POR CADA 100 ML DE SUSPENSIÓN,SUSPENSION ORAL,RECKITT BENCKISER HEALTHCARE INTERNATIONAL LIMITED,FABRICANTE,IMPORTAR Y VENDER
