35001,ESOMEPRAZOL 20 MG CÁPSULAS DE LIBERACIÓN RETARDADA,LABORATORIOS LA SANTÉ S.A.,INVIMA 2016M-0004466-R1,05/25/2005,03/04/2021,Vigente,19950313,4,28,CAJA POR 28 CAPSULAS EN BLISTER EN ALUMINIO Y TRIFLEX II (PP/AL/PVC/PVDC),Activo,07/13/2011,N/A,No,U,A02BC05,ESOMEPRAZOL,ORAL,A,PELLETS DE ESOMEPRAZOL MAGNÉSICO TRIHIDRATO 22.5% CON CUBIERTA ENTÉRICA (*) EQUIVALENTES A ESOMEPRAZOL,mg,20,CAPSULA,CAPSULA DURA,LABORATORIOS LA SANTÉ S.A.,FABRICANTE,IMPORTAR. SEMIELABORAR Y VENDER
35002,AMOXICILINA CAPSULAS X 500 MG,GENFAR S.A.,INVIMA 2010 M-002836 R3,01/01/1999,04/20/2020,Vigente,35816,12,900,USO INSTITUCIONAL: CAJA POR 900 CÁPSULAS EN BLISTER PVC / ALUMINIO.,Activo,06/16/2014,N/A,No,U,J01CA04,AMOXICILINA,ORAL,A,AMOXICILINA TRIHIDRATO POLVO COMPACTADA USP GRADO A 588MG (  EQUIVALENTE A AMOXICILINA BASE),mg,500,CAPSULA,CAPSULA DURA,SYNTOFARMA S.A.,FABRICANTE,FABRICAR Y VENDER
35003,HEGLOBINA JARABE,LABORATORIO FRANCO COLOMBIANO LAFRANCOL S.A.S.,INVIMA 2018M-006988-R3,01/01/1999,05/16/2023,Vigente,55016,5,110,FRASCO DE POLIETILENO TEREFTALATO POR 110 ML,Activo,10/01/2014,N/A,No,ml,A11AA01,MULTIVITAMINAS MAS HIERRO,ORAL,B,NIACINAMIDA (NICOTINAMIDA),g,0.115,100 ML DE JARABE,JARABE,LABORATORIO FRANCO COLOMBIANO LAFRANCOL S.A.S.,FABRICANTE,FABRICAR Y VENDER
35004,AQUALYTE ® 60 MEQ + ZINC SABOR FRESA. MANZANA Y UVA,BIO ESTERIL S.A.S,INVIMA 2016M-0017517,12/21/2016,01/06/2022,Vigente,20107890,2,1,FRASCO PEBD COLOR NATURAL POR 500 ML SABOR A UVA.,Activo,12/19/2016,N/A,No,U,A07CA99,ELECTROLITOS CON CARBOHIDRATOS REHIDRATACION ORAL,ORAL,B,CLORURO DE SODIO,mg,175.7,SIN DATO,SOLUCION ORAL,BIO ESTERIL S.A.S,FABRICANTE,FABRICAR Y VENDER
35005,ACETAMINOFEN 500 MG TABLETA CUBIERTA.,TECNOQUIMICAS S.A.,INVIMA 2016M-015015-R2,01/26/2001,08/30/2021,Vigente,19914355,17,30,CAJA PLEGADIZA POR 30 MG TABLETAS RECUBIERTAS EN BLÍSTER PVC/ALUMINIO POR 10 TABLETAS CUBIERTAS CADA BLÍSTER.,Activo,12/19/2019,N/A,No,U,N02BE01,PARACETAMOL,ORAL,A,ACETAMINOFÉN 87% EQUIVALENTE A ACETAMINOFÉN,mg,500,TABLETA CUBIERTA CON PELICULA,TABLETA CUBIERTA CON PELICULA,TECNOQUIMICAS S.A.,IMPORTADOR,IMPORTAR. SEMIELABORAR Y VENDER
35006,PASEDOL TABLETAS,LABORATORIOS ECAR S.A,INVIMA 2016M-015044-R2,01/01/1999,11/10/2021,Vigente,19913783,44,300,PRESENTACION COMERCIAL E INSTITUCIONAL: CAJA POR 300 TABLETAS EN SOBRE POR 10 TABLETAS,Activo,10/12/2016,N/A,No,U,R06AA99,DIMENHIDRINATO,ORAL,A,DIMENHIDRINATO,g,0.05,TABLETA,TABLETA,LABORATORIOS ECAR S.A,FABRICANTE,FABRICAR Y VENDER
35007,NUTRIFLEX ® LIPID PERI,B. BRAUN MELSUNGEN AG,INVIMA 2016M-0012283-R1,06/17/2011,12/16/2021,Vigente,20022395,3,5,CAJA X 5 BOLSAS PLÁSTICAS DE POLIAMIDA / POLIPROPILENO FLEXIBLE CON TRES COMPARTIMENTOS (SOLUCIÓN AMINOÁCIDOS 1000ML. SOLUCION DE GLUCOSA 1000ML. EMULSION LIPIDICA 500ML) X 2500 ML + INSERTO.,Activo,11/02/2010,N/A,No,U,B05BA10,COMBINACIONES,INTRAVENOSA,C,TRIPTOFANO,mg,0.456,1 ML DE EMULSIÓN INYECTABLE,EMULSION INYECTABLE,B. BRAUN MEDICAL S.A.,IMPORTADOR,IMPORTAR Y VENDER
35008,ZOVILAM PED DT®,MYLAN LABORATORIES LIMITED,INVIMA 2016M-0017200,07/27/2016,08/16/2021,Vigente,20079800,1,60,CAJA CON UN FRASCO PEAD POR 60 TABLETAS CON TAPA EN PP,Activo,02/24/2016,N/A,No,U,J05AR01,LAMIVUDINA Y ZIDOVUDINA,ORAL,A,ZIDOVUDINA,mg,60,TABLETA DISPERSABLE,TABLETA DISPERSABLE,PHARMARIS COLOMBIA S.A.S.,IMPORTADOR,IMPORTAR Y VENDER
35009,EXER 400 MG TABLETAS RECUBIERTAS,LABORATORIOS BUSSIÉ S.A.,INVIMA 2015M-0016631,11/30/2015,01/04/2021,Vigente,20091270,5,100,CAJA POR 100 TABLETAS EN BLISTER DE PVC/PVDC/ALUMINIO,Activo,06/25/2015,N/A,No,U,M01AE14,DEXIBUPROFENO,ORAL,A,DEXIBUPROFENO,mg,400,TABLETA RECUBIERTA,TABLETA CUBIERTA (GRAGEA),LABORATORIOS BUSSIÉ S.A.,FABRICANTE,FABRICAR Y VENDER
35010,NOVAFLEX® 60MG CAPSULAS DE LIBERACION RETARDADA,LABORATORIOS LEGRAND S.A.,INVIMA 2015M-0016123,08/03/2015,09/02/2020,Vigente,20083249,12,60,USO INSITUTCIONAL:CAJA PLEGADIZA CON 2 FRASCO PLASTICO EN HDPE CON TAPA PP Y DESECANTE POR 30 CÁPSULAS DE LIBERACIÓN,Activo,04/27/2017,N/A,No,U,N06AX21,DULOXETINA,ORAL,A,DULOXETINA CLORHIDRATO (EQUIVALENTE A 60 MG DE DULOXETINA BASE),mg,67.32,CÁPSULA DE LIBERACIÓN RETARDADA,CAPSULA CON CUBIERTA ENTERICA,RB PHARMACEUTICALS S.A.S.,IMPORTADOR,IMPORTAR Y VENDER
35011,CREON® CÁPSULAS 25000,LABORATORIO FRANCO COLOMBIANO LAFRANCOL S.A.S.,INVIMA 2016M-0011611-R1,11/22/2010,07/21/2021,Vigente,20019972,15,50,MUESTRA MÉDICA: FRASCO DE POLIETILENO DE ALTA DENSIDAD POR 50 CÁPSULAS,Activo,09/18/2015,N/A,Si,U,A09AA02,MULTIENZIMAS (LIPASA PROTEASA ETC.),ORAL,A,PANCREATINA CORRESPONDIENTE A: 18.000 U DE AMILASA. 25.000 U DE LIPASA. 1000 U DE PROTEASAS TOTALES,mg,300,CÁPSULA DURA CON MICROGRÁNULOS DE LIBERACIÓN RETARDADA.,CAPSULA DURA,ABBOTT LABORATORIES DE COLOMBIA S.A.S.,IMPORTADOR,IMPORTAR Y VENDER
35012,NADOREX ® JARABE,LABORATORIOS BEST S.A.,INVIMA 2017M-0011969-R1,03/11/2011,08/30/2022,Vigente,20021760,1,60,CAJA PLEGADIZA DE CARTÓN QUE CONTIENE FRASCO BLANCO EN PEAD CON TAPA BLANCA EN PP Y COPA COLOR NATURAL EN PP POR 60 ML.,Activo,09/18/2010,N/A,No,ml,N02BE01,PARACETAMOL,ORAL,B,ACETAMINOFEN,g,3,CADA 100ML (150MG /5ML) DE JARABE,JARABE,COLOMPACK S.A.,FABRICANTE,FABRICAR Y VENDER
35013,ILTUX® 40 MG,FARMACÉUTICA PARAGUAYA S.A.,INVIMA 2016M-0011693-R1,12/07/2010,08/22/2021,Vigente,20023734,1,3,CAJA POR 3 COMPRIMIDOS RECUBIERTOS EN BLISTER DE ALUMINIO/ALUMINIO,Activo,11/25/2010,N/A,No,U,C09CA08,OLMESARTAN MEDOXIMIL,ORAL,A,OLMESARTAN MEDOXOMIL,mg,40,COMPRIMIDO RECUBIERTO,TABLETA RECUBIERTA,TECNOFARMA COLOMBIA S.A.S.,IMPORTADOR,IMPORTAR Y VENDER
35014,DAVINTEX ® 120 MG COMPRIMIDOS RECUBIERTOS,SCANDINAVIA PHARMA LTDA.,INVIMA 2020M-0019553,01/23/2020,02/12/2025,Vigente,20136874,2,20,1E1001261014103 - CAJA POR 20 TABLETAS RECUBIERTAS EN BLÍSTER ALU/ALU,Activo,09/14/2018,N/A,No,U,M01AH05,ETORICOXIB,ORAL,A,ETORICOXIB,mg,120,TABLETA RECUBIERTA,TABLETA RECUBIERTA,ACROMAX LABORATORIO QUIMICO FARMACEUTICO S.A,FABRICANTE,IMPORTAR Y VENDER
35015,TAZOCIN® 4.5 G INYECTABLE,PFIZER S.A.S.,INVIMA 2016M-006238-R2,01/01/1999,10/27/2021,Vigente,203143,4,45,MUESTRA MEDICA: CAJA PLEGABLE DE CARTÓN CON 10 FRASCOS VIALES POR 4.5 G,Activo,06/17/2010,N/A,Si,g,J01CR05,PIPERACILINA E INHIBIDOR ENZIMATICO,INTRAVENOSA,A,TAZOBACTAM,mg,500,VIAL,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,PFIZER S.A.S.,IMPORTADOR,IMPORTAR Y VENDER
35016,TRIFOVINA ® TABLETA RECUBIERTA,VANTAGE GLOBAL HEALTH GROUP COLOMBIA S.A.S,INVIMA 2019M-0018718,01/21/2019,02/06/2024,Vigente,20149609,3,100,2E1008781002102 CAJA CON UN FRASCO EN HDPE POR 100 TABLETAS,Activo,11/21/2018,N/A,No,U,J05AR06,EFAVIRENZ. TENOFOVIR DISOPROXIL Y EMTRICITABINA,ORAL,A,EMTRICITABINA,mg,200,TABLETAS RECUBIERTAS,TABLETA RECUBIERTA,LABORATORIOS DEMAC LTDA,FABRICANTE,FABRICAR Y VENDER
35017,T-INMUN ® 0.03% UNGUENTO,LABORATORIO LAFRANCOL S.A.S,INVIMA 2018M-0017995,01/31/2018,02/22/2023,Vigente,20111586,1,1,CAJA POR 1 TUBO DE ALUMINIO CON 15 G DE UNGÜENTO,Activo,02/08/2017,N/A,No,U,L04AD02,TACROLIMUS,TOPICA (EXTERNA),D,TACROLIMUS,g,0.03,100 G,UNGUENTO TOPICO,LABORATORIOS RECALCINE S.A.,FABRICANTE,IMPORTAR Y VENDER
35018,TIZAFEN® TABLETA RECUBIERTA,LABORATORIOS SIEGFRIED S.A.S,INVIMA 2018M-005181-R2,07/13/1996,07/09/2023,Vigente,47085,11,50,CAJA PLEGADIZA X 50 TABLETAS EN BLÍSTER PVC/PVDC TRANSPARENTE/ALUMINIO.,Activo,01/24/2007,N/A,No,U,N02BE51,PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS,ORAL,A,TIZANIDINA CLORHIDRATO 2.287 MG EQUIVALENTE A TIZANIDINA BASE,mg,2,TABLETA,TABLETA RECUBIERTA,LABORATORIOS SIEGFRIED S.A.S,FABRICANTE,FABRICAR Y VENDER
35019,GAVISCON ® LIQUIDO SUSPESION ORAL,RECKITT BENCKISER COLOMBIA S.A.,INVIMA 2010M-0010777,05/03/2010,05/13/2020,Vigente,20010354,4,300,FRASCO DE VIDRIO AMBAR CON TAPA EN PP POR 300,Activo,11/04/2009,N/A,No,ml,A02AH99,ANTIACIDOS CON BICARBONATO DE SODIO,ORAL,B,CARBONATO DE CALCIO,% (W/V),1.6,POR CADA 100 ML DE SUSPENSIÓN,SUSPENSION ORAL,RECKITT BENCKISER HEALTHCARE INTERNATIONAL LIMITED,FABRICANTE,IMPORTAR Y VENDER
