20001,BISBACTER® TABLETAS,LABORATORIO FRANCO COLOMBIANO LAFRANCOL S.A.S.,INVIMA 2018M-013059-R3,03/25/1992,05/16/2023,Vigente,42932,12,16,ESTUCHE CON BLISTER DE ALUMINIO PVC/PE/PVDC INCOLORO POR 16 TABLETAS MASTICABLES,Activo,01/21/2013,N/A,No,U,A02BX05,BISMUTO SUBCITRATO,BUCAL,A,SUBSALICILATO DE BISMUTO,mg,262,TABLETA MASTICABLE,TABLETA MASTICABLE,LABORATORIO FRANCO COLOMBIANO LAFRANCOL S.A.S.,FABRICANTE,FABRICAR Y VENDER
20002,MULTIDOL®ULTRA.,LABORATORIOS CHALVER DE COLOMBIA S.A.,INVIMA 2016M-0017184,07/19/2016,08/11/2021,Vigente,20098754,7,16,CAJA PLEGADIZA X 16 CAPSULAS BLANDAS EN BLISTER PVC-PVDC/ALUMINIO,Activo,11/09/2015,N/A,No,U,M01AE51,IBUPROFEN COMBINACIONES,ORAL,A,IBUPROFENO,mg,400,CAPSULA BLANDA,CAPSULA BLANDA,LABORATORIOS CHALVER DE COLOMBIA S.A.,FABRICANTE,FABRICAR Y VENDER
20003,IPCA ZITRAM,IPCA LABORATORIES LIMITED,INVIMA 2019M-0018694,01/08/2019,01/22/2024,Vigente,20130630,4,20,CAJA POR 20 TABLETAS RECUBIERTAS EN BLISTER PVDC/ALUMINIO,Activo,12/27/2018,N/A,No,U,N02AX52,TRAMADOL COMBINACIONES,ORAL,A,TRAMADOL CLORHIDRATO,mg,37.5,TABLETA RECUBIERTA,TABLETA RECUBIERTA,IPCA LABORATORIES LIMITED SUCURSAL COLOMBIA,IMPORTADOR,IMPORTAR Y VENDER
20004,EPILFARMO 30 MG,ALTADIS FARMACEUTICA S.A.S.,INVIMA 2016M-0016987,04/14/2016,04/29/2021,Vigente,20090945,4,10,USO INSTITUCIONAL: CAJA POR 10 TABLETAS RECUBIERTAS EN BLISTER ALUMINIO/PVC-PVDC.,Activo,11/28/2016,N/A,No,U,N06AX11,MIRTAZAPINA,ORAL,A,MIRTAZAPINA,mg,30,TABLETA RECUBIERTA,TABLETA CUBIERTA CON PELICULA,WEST PHARMA - PRODUÇ?ES DE ESPECIALIDADES FARMACÉUTICAS S.A.,FABRICANTE,IMPORTAR Y VENDER
20005,DESVENLAFAXINA 50 MG,LABORATORIOS MK S.A.S.,INVIMA 2015M-0015849,04/30/2015,05/20/2020,Vigente,20071330,28,25,USO INSTITUCIONAL: CAJA PLEGADIZA POR 25 TABLETAS EN BLÍSTER PVC/ACLAR ALUMINIO POR 5 TABLETAS.,Activo,04/14/2015,N/A,No,U,N06AX23,DESVENLAFAXINA,ORAL,A,DESVENLAFAXINA SUCCINATO MONOHIDRATO EQUIVALENTE A DESVENLAFAXINA BASE,mg,50,TABLETA DE LIBERACIÓN PROLONGADA,TABLETA DE LIBERACION PROLONGADA,TECNOQUIMICAS S.A. (PLANTA JAMUNDI),FABRICANTE,FABRICAR Y VENDER
20006,NORVAS® TABLETAS 5 MG,PFIZER S.A.S.,INVIMA 2016M-003001- R2,09/25/1995,09/05/2021,Vigente,52806,10,14,CAJA POR 14 TABLETAS EN BLISTER PVC/PVDC/ALUMINIO,Activo,06/20/2013,N/A,No,U,C08CA01,AMLODIPINO,ORAL,A,BESILATO DE AMLODIPINO 6.944 MG EQUIVALENETE A AMLOPINO BASE,mg,5,TABLETA,TABLETA,R-PHARM GERMANY GMBH,FABRICANTE,IMPORTAR Y VENDER
20007,NORVAS ® 10 MG TABLETAS,PFIZER S.A.S.,INVIMA 2016M-004028R-2,01/01/1999,09/06/2021,Vigente,1980545,25,7,MUESTRA MEDICA: CAJA POR 7 TABLETAS EN BLISTER PVC/PVDC OPACO CON FOIL DE ALUMINIO,Activo,06/20/2013,N/A,Si,U,C08CA01,AMLODIPINO,ORAL,A,BESILATO DE AMLODIPINO 13.889 MG EQUIVALENTE A AMLODIPINO,mg,10,TABLETA,TABLETA,R-PHARM GERMANY GMBH,FABRICANTE,IMPORTAR Y VENDER
20008,ESOPRAX ® 20MG CAPSULAS,LABORATORIOS LEGRAND S.A.,INVIMA 2019M-0002766-R2,09/17/2003,08/06/2024,Vigente,19940078,47,112,MARCA: CAJA POR 112 CÁPSULAS EN BLISTER OPA/ AL/ PVC - ALUMINIO COLOR GRIS OPACO. CADA BLISTER POR 7 BLISTER CADA UNO,Inactivo,02/23/2015,05/23/2019,No,U,A02BC05,ESOMEPRAZOL,ORAL,A,ESOMEPRAZOL MAGNESICO TRIHIDRATADO MICROGRANULOS EQUIVALENTE A ESOMEPRAZOL BASE,mg,20,CAPSULA DE GELATINA,CAPSULA DURA,METROCHEM API PRIVATE LIMITED (FABRICANTE DE LOS PELLETS,FABRICANTE,IMPORTAR. SEMIELABORAR Y VENDER
20009,LACOTEM 100 COMPRIMIDO RECUBIERTO,MONTE VERDE S.A.,INVIMA 2017M-0017681,04/26/2017,05/12/2022,Vigente,20093300,6,60,CAJA CON 60 COMPRIMIDOS EN SEIS BLISTER PVC-PVDC TRANSPARENTE/ALUMINIO POR 10 COMPRIMIDOS RECUBIERTOS CADA BLISTER,Inactivo,09/03/2015,02/17/2017,No,U,N03AX18,LACOSAMIDA,ORAL,A,LACOSAMIDA,mg,100,COMPRIMIDO RECUBIERTO,TABLETA RECUBIERTA,MONTE VERDE S.A.,FABRICANTE,IMPORTAR Y VENDER
20010,OLIMEL N9 E,LABORATORIOS BAXTER S.A.,INVIMA 2018M-0012867-R1,02/09/2012,01/04/2024,Vigente,20033258,3,1,BOLSA DE PLÁSTICO MULTIESTRATIFICADA DE COPOLIMERO POLI-EP / EVA / PCCE CON TRES COMPARTIMENTOS POR 2000 ML,Activo,02/07/2012,N/A,No,U,B05BA10,COMBINACIONES,INTRAVENOSA,C,GLICINA,g,0.395,CADA 100 ML,EMULSION INYECTABLE,BAXTER S.A.,FABRICANTE,IMPORTAR Y VENDER
20011,KETESSE® 50 MG/2 ML INYECTABLE,MENARINI INTERNATIONAL OPERATIONS,INVIMA 2016M-0016834,02/12/2016,03/10/2021,Vigente,20076204,2,1,MUESTRA MEDICA: CAJA POR 1 AMPOLLA DE VIDRIO AMBAR TIPO I CON 2 ML DE SOLUCION TRANSPARENTE E INCOLORA.,Activo,07/28/2015,N/A,Si,U,M01AE17,DEXKETOPROFENO,INTRAMUSCULAR,A,DEXKETOPROFENO TROMETAMOL EQUIVALENTE A DEXKETOPROFENO,mg,50,AMPOLLA DE 2 ML,SOLUCION INYECTABLE,A. MENARINI MANUFACTURING LOGISTICS AND SERVICES S.R.L.,FABRICANTE,IMPORTAR Y VENDER
20012,COMBANTRIN ® SUSPENSION,PFIZER S.A.S.,INVIMA 2016 M-004027-R2,01/01/1999,04/12/2021,Vigente,200660,9,1,MUESTRA MEDICA: FRASCO DE VIDRIO ÁMBAR TIPO III CON TAPA DE ALUMINIO POR 15 ML.,Activo,01/24/2014,N/A,Si,U,P02CC01,PIRANTEL,ORAL,E,PAMOATO DE PIRANTEL EQUIVALENTE A PIRANTEL,g,5,100 ML DE SUSPENSION ORAL,SUSPENSION ORAL,PFIZER S.A.S.,IMPORTADOR,IMPORTAR Y VENDER
20013,NEUROMID® 150 MG TABLETAS RECUBIERTAS,LABORATORIOS LEGRAND S.A.,INVIMA 2018M-0018655,12/18/2018,01/09/2024,Vigente,20135937,1,10,CAJA POR 10 TABLETAS RECUBIERTAS EN BLISTER DE PVC/PVDC - ALUMINIO,Activo,08/08/2018,N/A,No,U,N03AX18,LACOSAMIDA,ORAL,A,LACOSAMIDA,mg,150,TABLETA RECUBIERTA,TABLETA RECUBIERTA,MACLEODS PHARMACEUTICAL LIMITED,FABRICANTE,IMPORTAR Y VENDER
20014,QUETIAPINA 25 MG TABLETAS,AMERICAN GENERICS S.A.S.,INVIMA 2010M-0010787,05/12/2010,05/25/2020,Vigente,20009949,2,5,CAJA POR 5 TABLETAS EN BLISTER LAMINADO ALUMINIO/ ALUMINIO (ALU/ALU) POR 5 TABLETAS.,Activo,03/17/2010,N/A,No,U,N05AH04,QUETIAPINA,ORAL,A,QUETIAPINA FUMARATO EQUIVALENTE A QUETIAPINA,mg,25,TABLETA CUBIERTA,TABLETA RECUBIERTA,LABORATORIO FRANCO COLOMBIANO LAFRANCOL S.A.S.,FABRICANTE,FABRICAR Y VENDER
