50001,AMLODIPINO TABLETAS 10 MG.,AMERICAN GENERICS S.A.S.,INVIMA 2017M-014800-R2,10/27/2000,04/06/2022,Vigente,19909770,2,20,CAJA DE CARTÓN POR 20 TABLETAS EN BLISTER DE PVC AMBAR/ALUMINIO CON 10 TABLETAS CADA UNO.,Activo,11/10/2006,N/A,No,U,C08CA01,AMLODIPINO,ORAL,A,AMLODIPINO BESILATO 13.870 MG EQUIVALENTE A AMLODIPINO BASE,mg,10,TABLETA,TABLETA,LABORATORIO FRANCO COLOMBIANO LAFRANCOL S.A.S.,FABRICANTE,FABRICAR Y VENDER
50002,CLORURO DE SODIO 0.9%,PHAMAQUILA S.A.S,INVIMA 2017M-0017579,02/08/2017,02/24/2022,Vigente,20097309,6,1,CAJA X 1 VIAL EN VIDRIO INCOLORO TIPO I X 1 ML,Activo,10/18/2015,N/A,No,U,B05BB01,ELECTROLITOS,INTRAVENOSA,C,CLORURO DE SODIO,mg,9,SOLUCION INYECTABLE,SOLUCION INYECTABLE,PHARMAYECT S.A,FABRICANTE,FABRICAR Y VENDER
50003,TRAZIMERA® 440MG POLVO PARA CONCENTRADO PARA SOLUCIÓN PARA INFUSIÓN,PFIZER S.A.S.,INVIMA 2019MBT-0019215,08/14/2019,08/30/2024,Vigente,20144826,1,1,CAJA CON 1 VIAL DE 30 ML DE VIDRIO TRANSPARENTE TIPO I. CON 440 MG DE POLVO PARA CONCENTRADO PARA SOLUCIÓN PARA INFUSIÓN + 1 VIAL CON 20 ML DE SOLVENTE,Activo,07/03/2019,N/A,No,U,L01XC03,TRASTUZUMAB,INTRAVENOSA,A,TRASTUZUMAB,mg,440,CADA VIAL POR 30 ML,POLVO PARA SOLUCIÓN INYECTABLE,BOEHRINGER INGELHEIM PHARMA GMBH & CO.KG,FABRICANTE,IMPORTAR Y VENDER
50004,ALODIL® 25 MG TABLETA RECUBIERTA,LABORATORIO FRANCO COLOMBIANO LAFRANCOL S.A.S.,INVIMA 2018M-0018076,03/26/2018,04/12/2023,Vigente,20120093,1,1,CAJA DE CARTÓN X 30 TABLETAS RECUBIERTAS EN BLISTER ALU/ALU  MAS PAPEL DE ALUMINIO CON 5 BLISTERES POR 6 TABLETAS BLISTER MÁS INSERTO.,Activo,12/22/2017,N/A,No,U,N06AX22,AGOMELATINA,ORAL,A,AGOMELATINA,mg,25,TABLETA RECUBIERTA,TABLETA RECUBIERTA,LABORATORIO FRANCO COLOMBIANO LAFRANCOL S.A.S.,FABRICANTE,FABRICAR Y VENDER
50005,MALEATO DE TIMOLOL 0.5% SOLUCIÓN OFTALMICA,MEMPHIS PRODUCTS S.A.,INVIMA 2006M-0006050,07/12/2006,06/28/2024,Vigente,19953452,1,5,CAJA CON UN FRASCO GOTERO EN POLIETILENO DE BAJA DENSIDAD POR 5 ML,Activo,01/26/2007,N/A,No,ml,S01ED01,TIMOLOL,INTRAOCULAR,C,MALEATO DE TIMOLOL COMO BASE,mg,5,ML.,SOLUCION OFTALMICA,OPHARM LTDA.,FABRICANTE,FABRICAR Y VENDER
50006,DOLEX® FORTE NF,GLAXOSMITHKLINE CONSUMER HEALTHCARE COLOMBIA S A S,INVIMA 2015M-0015905,06/01/2015,06/22/2020,Vigente,20071759,6,8,MUESTRA MEDICA: CAJA POR 8 TABLETAS CON BLISTER PVC OPACO Y FOIL DE ALUMINIO POR 8 TABLETAS CADA UNO.,Activo,04/27/2016,N/A,Si,U,N02BE51,PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS,ORAL,A,CAFEINA,mg,65,SIN DATO,TABLETA RECUBIERTA,GLAXOSMITHKLINE DUNGARVAN LIMITED,FABRICANTE,IMPORTAR Y VENDER
50007,CURAM ® 1G,SANDOZ GMBH,INVIMA 2017M-0000125-R2,05/02/2001,06/07/2024,Vigente,19917258,1,10,CAJAS CON 10 TABLETAS EN TIRAS DE ALUMINIO-POLIETILENO,Inactivo,11/10/2006,07/10/2017,No,U,J01CR02,AMOXICILINA E INHIBIDOR ENZIMATICO,ORAL,A,ÁCIDO CLAVULÁNICO (COMO CLAVULANATO DE POTASIO),mg,125,TABLETA CON PELÍCULA,TABLETA CUBIERTA CON PELICULA,LEK PHARMACEUTICALS D.D.,FABRICANTE,IMPORTAR Y VENDER
50008,CALCIBON D SOYA FORTE TABLETAS,FARMA DE COLOMBIA S.A.S.,INVIMA 2019M-0014183-R1,04/19/2013,11/08/2024,Vigente,20037895,1,30,CAJA CON FRASCO PEAD BLANCO POR 30 TABLETAS,Activo,10/12/2012,N/A,No,U,A12AA20,CALCIO (DIFERENTES SALES EN COMBINACION),ORAL,A,VITAMINA D3,UI,400,TABLETA,TABLETA,ALTEA FARMACEUTICA S.A.,FABRICANTE,FABRICAR Y VENDER
50009,SAL DE FRUTAS LUA PLUS,TECNOFAR TQ S.A.S,INVIMA 2018M-0013340-R1,07/05/2012,08/01/2023,Vigente,20025154,2,3,CAJA POR 3 SOBRES DE ALUMINIO - ALUMINIO POR 6 G.,Activo,11/21/2011,N/A,No,U,A02AH99,ANTIACIDOS CON BICARBONATO DE SODIO,ORAL,A,SIMETICONA EN GRANULOS,mg,100,SOBRE POR 6 G.,GRANULOS EFERVESCENTES,TECNOQUIMICAS S.A. (PLANTA JAMUNDI),FABRICANTE,FABRICAR Y VENDER
50010,NORAVER® NF DIA,TECNOQUIMICAS S.A.,INVIMA 2019M-0019238,08/22/2019,09/16/2024,Vigente,20120371,10,9,CAJA PLEGADIZA POR 9 SOBRES POR 15 G. CADA UNO,Activo,07/23/2019,N/A,No,U,R01BA53,FENILEFRINA COMBINACIONES,ORAL,A,FENILEFRINA CLORHIDRATO,mg,20,SIN DATO,POLVO PARA RECONSTITUIR A SOLUCION ORAL,TECNOQUIMICAS S.A,FABRICANTE,IMPORTAR. SEMIELABORAR Y VENDER
50011,MACMIROR COMPLEX®,POLICHEM S.A.,INVIMA 2010M-0010948,06/11/2010,06/24/2020,Vigente,20013586,2,6,CAJA DE CARTON CON UN BLISTER DE AL-PVC/PVDC CON 6 OVULOS VAGINALES,Activo,09/28/2010,N/A,No,U,G01AA51,NISTATINA COMBINACIONES,VAGINAL,A,NISTATINA,IU,200000,OVULO VAGINAL,CAPSULA VAGINAL,EXELTIS S.A.S,IMPORTADOR,IMPORTAR Y VENDER
50012,ESOPRAX ® 40 CAPSULAS,LABORATORIOS LEGRAND S.A.,INVIMA 2019M-0002765-R2,09/17/2003,01/29/2025,Vigente,19940076,71,350,USO INSTITUCIONAL: CAJA X 350 CÁPSULAS EN BLISTER OPA/AL/PVC-ALUMINIO.,Activo,06/24/2015,N/A,No,U,A02BC05,ESOMEPRAZOL,ORAL,A,ESOMEPRAZOL MAGNÉSICO TRIHIDRATO MICROGRÁNULOS AL 22.5% EQUIVALENTE A ESOMEPRAZOL,mg,40,CÁPSULA,CAPSULA DURA,LABORATORIOS LEGRAND S.A.,FABRICANTE,IMPORTAR. SEMIELABORAR Y VENDER
50013,NEUROBION ® TABLETAS RECUBIERTAS,PROCTER & GAMBLE COLOMBIA LTDA,INVIMA 2019M-0009578-R1,05/06/2009,09/11/2024,Vigente,19993599,7,90,CAJA POR 90 TABLETAS RECUBIERTAS EN BLÍSTER PVC/PVDC/ALUMINIO,Activo,05/23/2017,N/A,No,U,A11HA02,PIRIDOXINA (VIT B6),ORAL,A,TIAMINA  MONOHIDRATO,mg,100,TABLETA RECUBIERTA,TABLETA RECUBIERTA,ALTEA FARMACEUTICA S.A.,FABRICANTE,FABRICAR Y VENDER
50014,ESOPRAX ® 40 CAPSULAS,LABORATORIOS LEGRAND S.A.,INVIMA 2019M-0002765-R2,09/17/2003,01/29/2025,Vigente,19940076,33,84,USO INSTITUCIONAL: CAJA X 84 CÁPSULAS EN BLISTER OPA/AL/PVC-ALUMINIO.,Activo,06/24/2015,N/A,No,U,A02BC05,ESOMEPRAZOL,ORAL,A,ESOMEPRAZOL MAGNÉSICO TRIHIDRATO MICROGRÁNULOS AL 22.5% EQUIVALENTE A ESOMEPRAZOL,mg,40,CÁPSULA,CAPSULA DURA,LABORATORIOS LEGRAND S.A.,FABRICANTE,IMPORTAR. SEMIELABORAR Y VENDER
50015,IPCA ROSTAT® 10,IPCA LABORATORIES UK LIMITED,INVIMA 2016M-0017249,08/22/2016,09/08/2021,Vigente,20103673,7,50,USO INSTITUCIONAL CAJA CON 5 BLISTER ALU-ALU CADA BLISTER CONTIENE 10 TABLETAS RECUBIERTAS,Activo,08/17/2016,N/A,No,U,C10AA07,ROSUVASTATINA,ORAL,A,ROSUVASTATINA CALCICA 10.40 MG EQUIVALENTE A ROSUVASTATINA,mg,10,TABLETA RECUBIERTA,TABLETA CON CUBIERTA ENTERICA CON PELICULA,MSN LABORATORIES PRIVATE LIMITED,FABRICANTE,IMPORTAR Y VENDER
50016,SHEROHALE® 250/50 MCG POLVO PARA INHALACIÓN,CIPLA LTD,INVIMA 2020M-0019556,01/23/2020,02/19/2025,Vigente,20137530,2,30,IUM: 2F1028131000101.CAJA PLEGADIZA DE CARTÓN QUE CONTIENE UN RECIPIENTE BLANCO DE POLIETILENO DE ALTA DENSIDAD CON TAPA BLANCA DE POLIETILENO BAJA DENSIDAD CONTENIENDO 30 CÁPSULAS.JUNTO CON EL DISPOSITIVO  INHABRISS,Activo,12/17/2019,N/A,No,U,R03AK06,SALMETEROL Y OTROS FARMACOS PARA ENFERMEDAD OBSTRUCTIVA DE LA VIA AEREA,INHALACION,F,SALMETEROL XINAFOATO. EQUIVALENTE A SALMETEROL BASE,mcg,50,CÁPSULA DE GELATINA DURA,AEROSOLES,AVALON PHARMACEUTICAL S.A.,IMPORTADOR,IMPORTAR Y VENDER
50017,LEMOVIT®C,PROCAPS S.A.,INVIMA 2018M-0011329-R1,05/07/2008,03/26/2023,Vigente,19988249,62,120,FRASCO DE PEAD BLANCO CON TAPA DE POLIPROPILENO PUSH DOWN 38 MM BLANCO CON LINER DE ALUMINIO POR 120 CAPSULAS,Activo,08/19/2015,N/A,No,U,A11GA01,ACIDO ASCORBICO (VIT C),ORAL,A,610 MG DE ACIDO ASCORBICO EN MICROGRANULOS. EQUIVALENTE A ACIDO ASCORBICO (VITAMINA C)500 MG. COMPOSICION DE LOS MICROGRANULOS: ACIDO ASCORBICO 500 MG. AZUCAR 52.4993 MG.GOMA LACA 36.5363 MG. ACIDO TARTARICO 11.8534 MG. TALCO 9.1109 MG. ALCOHOL ETILICO *128.0000 MG*SE EVAPORA DURANTE EL PROCESO,-,0,CAPSULA DURA,CAPSULA DE LIBERACION PROLONGADA,OSMOPHARM S.A,FABRICANTE,IMPORTAR. SEMIELABORAR Y VENDER
50018,NASIVIN® AQUA,PROCTER & GAMBLE COLOMBIA LTDA,INVIMA 2016M-0005228-R1,01/20/2006,08/26/2021,Vigente,19955699,3,30,CAJA PLEGADIZA CON UN FRASCO GOTERO PEBD Y CAJA CON UN FRASCO ATOMIZADOR X 30 ML. DE SOLUCI?N NASAL.,Inactivo,11/10/2006,02/29/2016,No,ml,B05CB01,SODIO CLORURO,INTRANASAL,C,CLORURO DE SODIO,mg,9,1 ML,SOLUCION NASAL,ALTEA FARMACEUTICA S.A.,FABRICANTE,FABRICAR Y VENDER
50019,FUCICORT® CREMA,LEO PHARMA A/S,INVIMA 2017M-011593-R3,03/16/2000,04/07/2022,Vigente,35515,3,15,CAJA CON UN TUBO DE ALUMINIO LACADO POR 15 G CON TAPA DE POLIETILENO EN CAJA PLEGADIZA.,Activo,11/10/2006,N/A,No,g,D07CC01,BETAMETASONA Y ANTIBIOTICOS,TOPICA (EXTERNA),D,ÁCIDO FUSIDICO HEMIHIDRATO (20.4 MG) EQUIVALENTE A ACIDO FUSIDICO ANHIDRO,g,2,CADA 100 G DE CREMA CONTIENE:,CREMA TOPICA,LABORATORIOS BIOPAS S.A,IMPORTADOR,IMPORTAR Y VENDER
50020,CEFADROXILO 1 G,LABORATORIOS MK S.A.S.,INVIMA 2017M-0017866,09/26/2017,10/19/2022,Vigente,20109494,22,5,MUESTRA MEDICA. CAJA POR 5 TABLETAS RECUBIERTAS EN BLISTER PVC/PE/PVDC POR 5 TABLETAS CUBIERTAS CADA UNO.,Activo,03/10/2017,N/A,Si,U,J01DA09,CEFADROXILO MONOHIDRATO,ORAL,A,CEFADROXILO MONOHIDRATO EQUIVALENTE A CEFADROXILO,g,1,TABLETA RECUBIERTA,TABLETA RECUBIERTA,SYNTOFARMA S.A.,FABRICANTE,FABRICAR Y VENDER
50021,CARDIXIL® 80 MG,PROCAPS S.A.,INVIMA 2015M-0016433,10/19/2015,11/19/2020,Vigente,20087923,5,7,CAJA CON BLISTER ALUMINIO/ALUMINIO POR 7 TABLETAS. EN BLISTER POR 7 TABLETAS CADA UNO.,Activo,10/15/2015,N/A,No,U,C09CA07,TELMISARTAN,ORAL,A,TELMISARTAN,mg,80,TABLETA,TABLETA,MACLEODS PHARMACEUTICALS LIMITED,FABRICANTE,IMPORTAR Y VENDER
