45001,OXIGENO MEDICINAL,MESSER COLOMBIA S.A.,INVIMA 2015M-006366-R3,06/08/1995,03/04/2021,Vigente,50589,50,3000,TANQUE EN ACERO INOXIDABLE X 3000 LITROS.,Activo,09/02/2013,N/A,No,l,V03AN01,OXIGENO,INHALACION,F,OXIGENO,%,99,METRO CUBICO,GAS,PLANTA DE SEPARACION DE GASES DEL AIRE CARIBE,FABRICANTE,FABRICAR Y VENDER
45002,DEXMEDETOMIDINA,ADVANCE SCIENTIFIC DE COLOMBIA S.A.S.,INVIMA 2017M-0012256-R1,06/03/2011,09/04/2022,Vigente,20025677,1,25,CAJA PLEGADIZA CON 25 VIALES DE VIDRIO TIPO I POR 2 ML DE SOLUCIÓN INYECTABLE CADA UNO,Activo,02/28/2011,N/A,No,U,N05CM18,DEXMEDETOMIDINA,INTRAVENOSA,A,CLORHIDRATO DE DEXMEDETOMIDINA EQUIVALENTE A 0.2 MG DE DEXMEDETOMIDINA BASE,mg,0.236,VIAL POR 2 ML,SOLUCION INYECTABLE,ADVANCE SCIENTIFIC DE COLOMBIA S.A.S.,IMPORTADOR,IMPORTAR Y VENDER
45003,CLOTRICAP® CAPSULAS,GLENMARK PHARMACEUTICALS COLOMBIA S.A.S.,INVIMA 2016M-0017290,08/31/2016,10/03/2021,Vigente,20100909,1,2,MUESTRA MEDICA: CAJA CON 2 CÁPSULAS EN BLÍSTER PVC TRANSPARENTE /FOIL ALUMINIO RECUBIERTO (VMCH) POR 2 CÁPSULAS POR BLÍSTER.,Inactivo,04/28/2016,01/01/1900,Si,U,J02AC02,ITRACONAZOL,ORAL,A,ITRACONAZOL,mg,100,CAPSULA,CAPSULA DURA,NOSCH LABS PRIVATE LIMITED,FABRICANTE,IMPORTAR Y VENDER
45004,RYTMONORM® 150 MG TABLETAS,LABORATORIO FRANCO COLOMBIANO LAFRANCOL S.A.S.,INVIMA 2015 M-004902-R3,01/01/1999,09/16/2020,Vigente,45820,35,2,MUESTRA MÉDICA: CAJA POR  2 TABLETAS RECUBIERTAS EN BLISTER PVC/PVDC/ALUMINIO,Activo,11/26/2015,N/A,Si,U,C01BC03,PROPAFENONA,ORAL,A,PROPAFENONA CLORHIDRATO,mg,150,TABLETA RECUBIERTA,TABLETA CUBIERTA (GRAGEA),ABBVIE DEUTSCHLAND GMBH & CO. KG,FABRICANTE,IMPORTAR Y VENDER
45005,OMNIPAQUE® 300 MG I / ML,GE HEALTHCARE A.S.,INVIMA 2018M-009499-R3,01/01/1999,03/06/2023,Vigente,22542,11,500,MULTIPACK X 10 EN BOTELLAS DE POLIPROPILENO DE 500 ML,Activo,03/08/2018,N/A,No,ml,V08AB02,IOHEXOL,RECTAL,A,IOHEXOL 647.0 MG EQUIVALENTE A 300.00 MG DE YODO,mg,300,CADA ML,SOLUCION INYECTABLE,GE HEALTHCARE IRELAND LIMITED,FABRICANTE,IMPORTAR Y VENDER
45006,AMVAL H 10/160/12.5 MG TABLETAS,LABORATORIO FRANCO COLOMBIANO LAFRANCOL S.A.S.,INVIMA 2020M-0012976-R1,03/07/2012,02/07/2025,Vigente,20031316,2,7,CAJA X 7 TABLETAS EN BLISTER ALU - ALU / PAPEL ALUMINIO EN ESTUCHE DE CARTULINA,Activo,10/26/2011,N/A,No,U,C09DX01,VALSARTAN. AMLODIPINA E HIDROCLOROTIAZIDA.,ORAL,A,HIDROCLOROTIAZIDA,mg,12.5,TABLETA RECUBIERTA CON PELICULA,TABLETA RECUBIERTA,LABORATORIO FRANCO COLOMBIANO LAFRANCOL S.A.S.,FABRICANTE,FABRICAR Y VENDER
45007,GLIFORMIN® 850 MG TABLETAS,LABORATORIOS SIEGFRIED S.A.S.,INVIMA 2018M-0007473-R1,10/31/2007,01/23/2024,Vigente,19979286,10,200,USO INSTITUCIONAL:CAJA POR 200 TABLETAS EN BLISTER PVC ALUMINIO POR 10 TABLETAS CADA C/U,Inactivo,04/25/2016,05/25/2019,No,U,A10BA02,METFORMINA,ORAL,A,METFORMINA CLORHIDRATO,mg,850,TABLETA,TABLETA RECUBIERTA,GRANULES INDIA LIMITED,FABRICANTE,IMPORTAR. SEMIELABORAR Y VENDER
45008,PERIOLIMEL N 4 E,LABORATORIOS BAXTER S.A.,INVIMA 2019M-0012868-R1,02/09/2012,09/23/2024,Vigente,20033290,4,1,BOLSA CON 2500 ML,Activo,04/19/2012,N/A,No,U,B05BA10,COMBINACIONES,INTRAVENOSA,A,GLICEROFOSFATO DE SODIO MONOHIDRATO,g,0.191,N/A,EMULSION INYECTABLE,BAXTER S.A,FABRICANTE,IMPORTAR Y VENDER
45009,OXIGENO MEDICINAL,OXIGENOS DE COLOMBIA LTDA. - OXICOL LTDA,INVIMA 2015M-008367-R3,09/02/1994,09/08/2020,Vigente,50423,8,3,OXIGENO GASEOSO (NO MENOS DE 99% EN VOLUMEN). EN CILINDRO BLANCO EN ACERO AL CARBON. DE CAPACIDAD: 3 M3 . CADA M3 DE OXIGENO GASEOSO COMPRIMIDO A ALTA PRESIÓN EQUIVALENTE A 1000 L DE OXIGENO GASEOSO.,Activo,06/12/2007,N/A,No,m3,V03AN01,OXIGENO,INHALACION,F,OXIGENO MEDICINAL,% (V/V),99,M3 (METROS CUBICOS),GAS,PRAXAIR GASES INDUSTRIALES LTDA,FABRICANTE,FABRICAR Y VENDER
45010,EZETIMIBA 10 MG TABLETAS,WINTHROP PHARMACEUTICALS DE COLOMBIA S.A.,INVIMA 2016M-0011929-R1,03/01/2011,11/04/2021,Vigente,20024861,7,30,CAJA POR 30 TABLETAS EN UN BLISTER PVC-PVDC TRANSPARENTE/ALUMINIO POR 30 TABLETAS,Activo,12/10/2013,N/A,No,U,C10AX09,EZETIMIBE,ORAL,A,EZETIMIBA,mg,10,TABLETA,TABLETA,SANOFI-AVENTIS DE COLOMBIA S.A.,FABRICANTE,FABRICAR Y VENDER
