10001,INLYTA ® 1 MG TABLETA RECUBIERTA,PFIZER S.A.S.,INVIMA 2018M-0014412-R1,07/22/2013,01/03/2024,Vigente,20056375,19,28,CAJA POR 28 TABLETAS RECUBIERTAS EN BLISTER ALU/ALU MUESTRA MEDICA,Activo,03/18/2013,N/A,Si,U,L01XE17,AXITINIB,ORAL,A,AXITINIB,mg,1,TABLETA RECUBIERTA,TABLETA RECUBIERTA,PFIZER S.A.S.,IMPORTADOR,IMPORTAR Y VENDER
10002,EPIDUO® FORTE,GALDERMA S.A.,INVIMA 2016M-0017265,08/24/2016,11/30/2021,Vigente,20094014,3,1,CAJA CON UN FRASCO PUMP (PP-HDPE) BLANCO TAPA PP BLANCA POR 45 G.,Activo,08/22/2016,N/A,No,U,D10AD53,ADAPALENO. COMBINACIONES,TOPICA (EXTERNA),D,ADAPALENO,g,0.3,100 G DE GEL,GEL TOPICO,G. PRODUCTION INC,FABRICANTE,IMPORTAR Y VENDER
10003,XARELTO® 15 MG COMPRIMIDOS RECUBIERTOS,BAYER A.G.,INVIMA 2018M-0012817-R1,02/03/2012,07/23/2023,Vigente,20029236,7,14,MUESTRA MÉDICA: CAJA POR 14 COMPRIMIDOS EN BLÍSTER ALUMINIO/PVC-PVDC. CADA BLÍSTER CONTIENE 14 COMPRIMIDOS,Activo,05/11/2019,N/A,Si,U,B01AF01,RIVAROXABAN,ORAL,A,RIVAROXABÁN MICRONIZADO,mg,15,COMPRIMIDO RECUBIERTO,TABLETA CUBIERTA CON PELICULA,BAYER A.G,FABRICANTE,IMPORTAR Y VENDER
10004,ENERSAL ®,ROCIPHAR S.A.S,INVIMA 2019M-0013087-R1,04/19/2012,01/27/2025,Vigente,20040672,15,1,SACHETS DE 4.18 G PARA RECONSTITUIR EN 200 ML SABOR TRADICIONAL,Inactivo,01/17/2012,12/05/2019,No,U,A07CA99,ELECTROLITOS CON CARBOHIDRATOS REHIDRATACION ORAL,ORAL,E,CLORURO DE SODIO,g,2.6,SOBRE DE 21 G DE POLVO PARA RECONSTITUIR A SOLUCIÓN ORAL,POLVO PARA RECONSTITUIR A SOLUCION ORAL,COASPHARMA S.A.S. PLANTA PALOQUEMAO,FABRICANTE,FABRICAR Y VENDER
10005,STAROLMI® 10,MSN LABORATORIES PRIVATE LIMITED,INVIMA 2019M-0018902,03/27/2019,04/22/2024,Vigente,20140564,2,30,CAJA PLEGADIZA DE CARTÓN POR 30 TABLETAS RECUBIERTAS EN ALU-ALU BLISTER FOIL POR 10 TABLETAS,Activo,09/14/2018,N/A,No,U,C09CA08,OLMESARTAN MEDOXIMIL,ORAL,A,OLMESARTAN MEDOXOMILO,mg,10,TABLETA RECUBIERTA,TABLETA RECUBIERTA,MSN LABS AMERICAS S.A.S,IMPORTADOR,IMPORTAR Y VENDER
10006,EGOGYN® 400 UI,LABORATORIOS SYNTHESIS S.A.S.,INVIMA 2017M-014895-R2,01/01/1999,08/25/2022,Vigente,19906511,14,70,CAJA POR 70 CÁPSULAS BLANDAS DE GELATINA EN ENVASE TIPO BLISTER PVC/PVDC/ALUMINIO.,Activo,02/22/2012,N/A,No,U,A11HA03,TOCOFEROL (VIT E),ORAL,A,DL-ALFATOCOFERIL ACETATO /VITAMINA E SINTÉTICA EQUIVALENTE A VITAMINA E,UI,400,CÁPSULA BLANDA,CAPSULA BLANDA,SUPLA S.A,FABRICANTE,FABRICAR Y VENDER
10007,CYSTADANE® 1 G,RECORDATI RARE DISEASES,INVIMA 2015M-0016425,10/19/2015,11/24/2020,Vigente,20046793,1,1,CAJA PLEGADIZA DE CARTULINA ESMALTADA CON FRASCO DE POLIETILENO DE ALTA DENSIDAD CON 3 CUCHARAS PLATICAS GRADUADAS DE (1G. 150 MG Y 100 MG) Y TAPA DE SEGURIDAD DE POLIPROPILENO POR: 180 G,Activo,05/26/2015,N/A,No,U,A16AA06,BETAINA,ORAL,D,BETAÍNA ANHIDRA 1G/G DEPOLVO,g,1,POLVO,POLVO PARA RECONSTITUIR A SOLUCION ORAL,RECORDATI RARE DISEASES COLOMBIA SAS,IMPORTADOR,IMPORTAR Y VENDER
10008,VANCOMICINA 500,ANTIBIOTICOS DA COLOMBIA S.A.S.,INVIMA 2018M-0018248,06/26/2018,07/17/2023,Vigente,20120229,1,25,CAJA PLEGADIZA POR 25 VIALES DE VIDRIO TIPO III CON TAPÓN DE BROMOBUTILO Y AGRAFE DE ALUMINIO,Activo,08/04/2017,N/A,No,U,J01XA01,VANCOMICINA,INTRAVENOSA,A,VANCOMICINA CLORHIDRATO 512 MG EQUIVALENTE A VANCOMIOCINA,mg,500,VIAL,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,ANTIBIOTICOS DO BRASIL LTDA.,FABRICANTE,IMPORTAR Y VENDER
10009,ZITROMAX® 500 MG,PFIZER S.A.S.,INVIMA 2020M- 014851-R3,08/05/1994,05/28/2020,Vigente,51565,2,1,PRESENTACION COMERCIAL: CAJA POR 1 TABLETA EN BLISTER PCV/ALUMINIO,Activo,11/10/2006,N/A,No,U,J01FA10,AZITROMICINA,ORAL,A,AZITROMICINA DIHIDRATO EQUIVALENTE A AZITROMICINA,mg,500,TABLETA RECUBIERTA,TABLETA RECUBIERTA,PFIZER S.A. DE C.V.,FABRICANTE,IMPORTAR Y VENDER
10010,AZYDROP 15 MG/G,LABORATOIRES THEA,INVIMA 2018M-0012650-R1,11/16/2011,06/19/2023,Vigente,20019769,1,6,CAJA EN SACHET POR 6 ENVASES UNIDOSIS. C/U POR 250 MG DE SOLUCION,Activo,02/17/2011,N/A,No,U,J01FA10,AZITROMICINA,OFTÁLMICA,A,AZITROMICINA DIHIDRATO 3.75 MG EQUIVALENTE A AZITROMICINA ANHIDRA (CADA GRAMO DE SOLUCIÓN CONTIENE 15 MG DE AZITROMICINA DIHIDRATO EQUIVALENTES A 14.3 MG DE AZITROMICINA).,mg,3.575,CADA ENVASE UNIDOSIS POR 250 MG DE SOLUCIÓN,SOLUCION OFTALMICA,QUIMICA SUIZA COLOMBIA S.A.S.,IMPORTADOR,IMPORTAR Y VENDER
